Pitcher,PitcherTeam,Overall_StuffPlus,Overall_WhiffPlus,Overall_CalledStrikePlus,Overall_wOBACONPlus,Overall_PitchingPlus,Overall_PitchingWhiffPlus,Overall_PitchingCalledStrikePlus,Overall_PitchingwOBACONPlus,Total_Pitches,Num_Pitch_Types,Avg_Velocity,Avg_Extension
Eddie Appollina,FDU_FLO,89.3,92.9,94.2,82.8,80.1,89.7,87.5,94.2,51,3,80.5,5.9
Myles Dews,ALC_BRA,89.3,86.6,112.7,89.0,74.7,80.7,90.2,90.4,83,5,78.4,6.1
Kieran Bailey,SOU_COU,89.3,90.0,102.9,110.8,91.0,87.4,102.4,105.8,217,7,81.8,5.5
Bryce Leichty,BRY_COL,89.3,93.7,97.6,94.8,89.1,93.4,77.2,78.6,57,4,81.4,5.7
Jackson Kossow,ION_GAE,89.3,88.2,108.3,91.6,89.8,96.7,84.9,86.7,119,5,82.1,5.6
Ryan Broderich,STU_BOB,89.3,88.9,98.0,109.0,95.1,93.0,101.6,108.3,153,6,81.9,5.0
Ryan Furey,NOF_OSP,89.3,92.3,97.3,109.2,98.5,93.6,106.4,113.2,154,6,82.9,6.0
Matthew Verdugo,MEN_COL,89.3,88.5,107.0,95.1,97.8,95.5,102.0,92.5,31,4,84.0,6.1
Nathan McNelley,VIR_WIS,89.3,96.5,84.0,96.6,86.3,94.7,77.5,96.9,13,3,77.4,4.8
Austin Schroeder,LOY_LIO,89.3,104.8,71.6,107.7,93.5,103.0,88.8,102.9,153,4,81.8,6.4
Cody Matuz,NOR_UNI,89.3,92.0,97.6,101.5,73.8,86.1,88.8,97.7,51,3,83.8,6.1
Taili Thompson,NOR_AGG,89.3,89.2,104.6,108.3,87.5,88.2,98.8,109.9,187,8,82.1,5.9
Joshue Sayre,CYP_CHR,89.3,91.5,113.0,100.1,93.9,84.3,124.2,99.5,63,4,76.9,5.4
Jesus Campa,FLO_RAT,89.3,86.8,112.5,94.9,85.3,85.0,103.3,89.8,75,4,80.7,4.9
Jack Renaud,QUN_RYL,89.3,94.0,88.1,91.5,97.7,97.2,98.1,89.9,292,6,84.4,5.7
Dylan Myttenar,UNI_BRI,89.3,85.1,107.0,108.2,96.2,99.4,82.6,105.5,74,6,82.7,6.4
Andrew Flood,WAS_GEN,89.3,82.1,119.7,107.5,70.9,80.4,88.4,97.0,29,1,85.6,5.9
Jose Almazan,ALA_HOR,89.3,87.3,104.9,91.5,89.1,88.6,98.0,107.0,161,7,82.9,6.0
Nolan Wilson,CUM_PAT,89.2,94.8,95.4,110.3,90.6,91.1,98.3,104.7,86,5,80.6,5.5
Drew Boyles,SOU_ORE,89.2,91.0,100.3,99.9,89.7,92.9,96.4,92.1,103,4,75.8,5.9
Hunter Williams,LEB_VAL,89.2,99.6,81.5,98.9,91.0,98.8,88.4,106.4,182,3,77.6,6.0
Derek Vladez,CER_COL,89.2,95.5,96.9,102.4,97.5,105.2,90.8,121.6,104,4,77.6,5.4
Ayden Shadle,SHE_UNI,89.2,94.5,108.3,94.7,84.5,95.7,96.0,87.5,45,5,71.6,6.8
Joe Pippin,FRO_STA,89.2,93.3,92.1,119.1,80.6,87.5,85.3,108.5,36,3,84.4,6.0
Harrison Dubois,WIU_LEA,89.2,93.5,99.1,101.5,98.0,92.8,112.7,105.4,141,3,82.0,5.8
Avery Schwartz,VIL_WIL,89.2,90.4,99.8,97.0,86.0,89.6,90.5,98.9,65,4,81.3,5.6
Carter McKinney,JOH_LOG3,89.2,91.6,103.2,113.6,109.2,90.3,113.2,102.5,28,2,85.0,6.5
Aiden Starn,LOC_HAV,89.2,92.9,96.8,100.6,101.9,95.9,110.8,101.6,33,3,73.3,5.7
Nick Harnisch,HOL_CRU,89.2,87.3,109.3,96.2,98.1,89.2,119.7,101.2,154,7,80.6,5.9
Gavin Hawkes,RID_BRO,89.2,95.8,94.6,109.3,112.8,106.9,115.2,116.5,41,5,82.8,5.0
Wyatt Mummert,MER_BEA,89.2,99.5,76.1,101.6,93.6,96.5,99.2,99.6,70,6,80.3,5.6
Dylan Smith,UNC_SPA,89.2,97.0,92.4,96.7,92.9,97.1,95.3,102.9,282,4,83.8,5.6
Joe Abramson,CAN_GRI,89.2,88.0,96.6,115.4,94.7,94.4,84.4,125.5,35,3,76.4,5.5
Bryce Intagliata,CSI_EAG,89.2,89.0,103.4,101.0,96.8,93.3,103.1,97.5,520,5,78.9,6.3
Joseph Bekios,ION_GAE,89.2,97.5,93.6,82.9,52.3,75.7,47.2,62.2,6,2,79.7,5.0
Gardner Meeks,GEO_PAT,89.2,87.5,103.0,100.0,97.3,94.2,106.3,99.3,652,9,74.6,5.4
Maquire Wakelyn,UNI_PIK,89.2,88.1,105.1,97.4,114.0,91.6,141.3,87.6,17,4,79.9,5.5
Truman Duryea,UTS_EAG,89.2,86.9,106.3,102.7,101.8,93.8,104.2,122.2,83,5,80.7,5.5
Alex Graber,NIU_HUS,89.2,98.2,83.1,105.1,83.3,90.6,84.8,109.4,156,5,81.9,5.4
Austin Cupic,SAN_DON,89.2,94.1,90.7,95.1,94.9,98.6,96.5,96.5,302,5,82.0,6.1
Jacob Broussard,CEN_COL1,89.2,92.1,98.7,109.4,101.1,92.1,106.7,102.4,131,4,80.7,5.5
Konnor Myatt,RLC_WRS,89.2,97.7,95.7,100.2,97.7,97.1,102.4,115.0,27,3,79.3,5.2
Bryce Hubbard,NOR_GEO3,89.2,85.5,115.0,98.7,89.3,87.3,103.1,100.9,82,4,80.0,6.2
Jack Brafa,TEN_TEC,89.1,89.8,97.8,101.5,96.8,97.8,92.7,109.9,217,5,84.7,6.4
Tucker Starling,COL_CUG,89.1,95.6,87.4,100.9,108.8,100.1,102.8,109.4,48,3,80.3,6.0
Evan Johnson,WES_COL,89.1,91.9,103.3,96.7,92.1,94.5,96.3,102.1,47,4,81.6,5.1
Jesse Specter,WES_CHE9,89.1,79.6,119.7,101.7,118.0,93.2,135.4,108.7,9,1,82.8,6.1
Wyatt McKee,BET_UNI3,89.1,87.5,106.9,114.5,111.2,96.5,105.0,121.4,12,2,81.0,5.8
Ethan Orwig,UNI_COL,89.1,85.8,108.5,103.0,99.1,91.7,117.4,104.1,63,3,81.6,5.3
Kaelan Racculia,SNT_LEO,89.1,81.6,118.2,118.4,106.8,84.5,125.7,105.6,20,2,83.6,6.4
Joseph Mulhern,WHE_C,89.1,90.4,106.8,81.1,94.1,96.9,66.7,97.6,9,2,84.3,5.4
Solomon Mckinney,NOR_AGG,89.1,85.4,109.5,99.3,94.3,79.7,123.9,96.2,21,3,82.6,6.2
Adam Shew,SAN_DON,89.1,94.6,82.9,112.7,94.0,87.6,98.6,114.5,94,5,82.7,5.8
Sage Rivere,BEL_UNI1,89.1,78.3,120.1,116.5,79.0,80.5,73.8,95.6,19,1,79.3,5.7
Chad Stanchfield,CAN_COU,89.1,85.9,115.3,98.5,92.1,86.0,115.4,97.3,39,4,83.4,5.2
Aaron Duffy,CAN_GRI,89.1,89.7,100.5,117.1,85.7,86.1,96.7,90.5,112,6,80.8,5.1
Tai Walton,CSU_BAK,89.1,85.2,103.8,80.8,90.9,88.5,103.6,93.7,77,4,85.1,4.7
Jackson Kraemer,RIC_SPI,89.1,86.2,111.2,110.2,92.0,81.6,124.1,104.8,109,5,82.7,5.5
Kevin Pauly,GAR_RUN,89.1,90.4,101.3,97.5,85.1,88.4,88.3,84.6,26,4,85.3,5.8
Park Roeder,COP_STA,89.1,90.9,101.5,84.9,51.3,80.9,60.7,83.5,7,3,81.5,6.1
Trey Harper,MES_UNI,89.1,87.1,108.3,97.8,107.3,96.8,126.0,103.2,6,4,78.4,5.9
Laney Keeton,UNI_WES1,89.1,93.4,100.1,102.6,75.9,88.1,89.8,106.9,20,4,84.1,5.0
Louis Cespedes,MER_COL1,89.1,87.0,105.5,107.1,95.1,94.4,95.4,118.8,67,4,81.4,5.9
Ian Olivier-Beaulieu,FNT_COM,89.1,83.6,110.4,90.7,90.8,89.6,93.2,91.9,90,5,83.3,5.7
Jaxon Clark,ADR_COL,89.1,81.3,119.5,107.0,92.6,85.4,108.5,105.5,122,1,80.2,6.2
Andrew Guzman,SOU_COM,89.1,87.7,100.3,110.0,64.2,76.9,80.9,88.6,58,3,85.1,5.5
Joel Core,BET_WIL,89.1,96.7,85.3,98.3,100.3,102.3,87.1,105.8,85,3,83.9,5.6
Jack Ryan,CSI_EAG,89.0,83.6,121.1,94.5,101.7,94.1,111.4,102.4,99,5,78.7,5.1
Teray Cherry,CHO_UNI,89.0,90.5,104.1,94.3,113.6,91.3,130.1,94.2,22,2,81.6,6.5
Cy Cox,CAM_CAM,89.0,79.1,122.7,107.1,29.2,64.6,32.1,132.9,4,1,82.1,5.9
Luke Leverton,WES_HIL,89.0,92.3,97.9,117.4,84.0,88.8,95.9,82.0,18,4,76.6,5.5
Kiki Ford,SOU_JAG,89.0,89.9,103.2,86.0,67.2,84.9,69.2,85.0,45,4,81.7,5.7
Tyson Hall,FRA_MAR1,89.0,105.9,63.9,105.3,95.8,87.1,112.1,77.9,23,3,81.9,4.1
Brody Leyboldt,IOW_WES,89.0,99.5,78.9,98.8,87.1,101.4,83.8,113.6,30,3,82.9,5.3
Christian Krause,CHA_BUC,89.0,85.1,110.2,101.7,92.4,88.8,105.3,97.8,478,7,81.2,6.1
Adin Ruiz,PAN_COL,89.0,84.8,116.5,91.5,95.6,85.6,119.8,93.6,175,4,79.8,6.2
Grant Wagner,UNO_MAV,89.0,92.9,97.5,100.0,92.7,91.6,92.7,90.9,20,2,79.8,6.0
Payne Lochridge,SOU_WES,89.0,94.6,85.2,109.3,92.5,90.4,94.7,93.5,86,4,80.3,5.9
Dustin Scoggins,ERS_COL,89.0,97.0,88.7,97.7,100.7,101.4,90.2,87.2,21,4,79.9,5.8
Bryan Pazos,STU_BOB,89.0,90.8,102.2,103.9,83.6,90.7,84.7,99.4,247,6,80.1,5.7
Hayden Myrick,MOU_OLV,89.0,99.0,70.2,118.0,97.0,96.7,94.6,112.0,252,4,78.4,4.5
Cris Banuelos,GLE_COM1,89.0,92.9,97.3,99.9,84.5,96.7,79.5,96.1,80,4,76.9,5.0
Jake Gothrup,JOH_LOG3,89.0,85.1,115.4,103.1,69.8,79.8,86.1,85.6,15,2,79.2,5.6
Luke Roggenburk,STB_BON,89.0,90.4,105.7,100.6,104.8,96.4,117.3,113.8,181,4,76.6,5.1
Drew Oppenheim,GEO_COL,89.0,90.8,94.0,112.2,90.6,88.4,98.9,102.8,214,6,78.7,5.2
Luke Matlock,CYP_CHR,89.0,88.2,92.0,106.8,95.4,99.9,80.0,126.8,23,2,81.8,5.5
Corey Savedoff,LAF_LEP,89.0,90.4,104.6,111.1,91.0,92.8,92.5,102.1,284,8,80.0,6.7
AJ Rasmussen,IOW_CEN,89.0,87.3,107.4,119.1,93.1,87.4,108.8,113.5,43,4,83.8,6.1
Logan Garren,PAN_COL,89.0,95.5,93.6,104.3,94.5,99.6,94.4,103.0,182,5,83.3,5.8
Zach Dohrmann,UWM_PAN,89.0,94.9,89.4,108.8,87.2,93.1,87.4,102.5,184,8,82.6,6.1
Walker Pedante,LEN_BEA,89.0,86.1,105.2,101.8,85.0,89.1,82.8,91.9,106,4,86.6,5.6
Jack Chavez,VIL_WIL,89.0,90.0,103.9,102.9,93.9,90.2,105.1,101.8,401,5,83.4,6.2
Takeru Onozaki,SOU_ORE,89.0,82.0,119.2,98.8,93.2,86.2,118.0,96.6,366,5,77.9,6.0
Brock Arender,UTM_SKY,89.0,87.3,104.9,102.5,81.9,79.0,98.6,106.7,28,3,82.2,6.2
Joshua Shropshire,AIR_FOR,89.0,91.4,96.8,101.1,87.2,89.9,94.8,97.4,158,6,83.8,6.2
Julian Robertson,OHI_BOB,89.0,89.5,112.1,96.4,87.8,91.5,98.0,91.3,119,5,79.8,5.9
Grayson McDonald,WAK_TEC,89.0,93.3,96.6,105.2,81.6,90.1,94.1,94.6,70,3,77.6,5.1
Tyler Villa,SAL_U,89.0,81.4,116.7,108.8,89.5,84.0,103.3,114.8,91,1,83.3,5.8
Justin Still,MEX_LOB,89.0,91.8,97.4,104.4,89.2,92.7,93.7,110.4,94,3,83.0,5.7
Blake Nettleton,AUG_COL,89.0,85.9,112.1,107.9,88.1,85.7,100.9,100.6,77,4,81.7,6.4
Chase Stephens,CAR_ALB,89.0,93.2,98.7,97.0,74.9,86.3,85.4,117.9,31,3,79.6,5.7
Sean Kelby,GOL_COL,89.0,80.9,122.0,98.2,74.7,86.1,71.0,99.1,18,2,83.2,6.0
Jordan Bush,IWC,89.0,88.5,107.1,123.4,97.3,86.3,117.9,128.1,58,2,81.0,6.6
Cal Rutherford,EMU_EAG,88.9,94.2,97.0,91.1,95.4,98.8,99.5,103.0,126,4,81.5,5.7
Ayden Alexander,GEO_COL,88.9,88.1,108.3,96.1,90.1,91.4,98.0,97.9,73,4,76.9,5.6
Jaxson Pease,TEN_TEC,88.9,93.8,96.5,104.6,97.7,98.6,97.4,116.3,173,4,83.1,5.6
Tanner Hayes,UNI_COM,88.9,84.8,117.4,87.2,65.9,79.6,91.5,101.4,30,3,79.9,5.8
TJ Winn,CCU_BLD,88.9,90.5,101.1,109.3,106.7,95.1,107.9,116.4,30,4,78.1,5.9
Trey Mackwood,PAN_COL,88.9,86.6,114.6,97.7,74.7,83.1,88.4,75.7,72,5,79.1,5.5
Owen Miller,BYU_COU,88.9,93.5,90.7,103.7,92.6,96.3,93.1,107.4,371,6,84.0,6.0
Grant Stratton,WRI_RAI,88.9,89.7,102.9,108.1,87.7,87.9,99.9,100.4,164,5,82.3,5.7
Dylan Sattazahn,PEN_HAR,88.9,90.5,106.0,94.0,86.3,92.2,85.3,89.9,29,4,79.7,6.9
Rhys Shannon,TUF_UNI,88.9,88.9,105.7,95.3,72.1,94.2,59.2,80.5,13,2,75.5,6.6
Connor Kelly,NOR_UNI,88.9,90.5,102.4,103.2,84.8,87.0,94.9,85.1,20,3,85.0,6.7
Andrew Landis,OAK_GOL,88.9,87.8,102.0,114.4,91.3,90.6,100.4,106.6,233,7,83.0,5.0
Wyatt Nichol,PEP_WAV,88.9,93.0,97.6,94.9,85.7,88.2,92.2,89.4,308,6,83.7,5.9
Trevor Laughlin,MON_COL,88.9,84.7,111.2,107.1,114.9,99.7,127.7,123.7,9,3,77.4,5.5
Tyler Smith,SAL_JAG,88.9,95.6,75.7,110.3,97.7,95.7,96.9,107.0,646,7,85.3,5.4
Gilbert SaundersI,STB_BON,88.9,88.2,101.6,91.1,88.2,92.3,89.0,84.6,148,6,84.9,6.2
Noah Pins,NJI_HIG,88.9,80.5,105.9,112.7,80.0,77.6,96.0,98.7,122,4,87.3,5.9
Justin Snider,VIR_WIS,88.9,97.0,83.4,98.0,87.8,94.0,90.8,99.7,124,4,79.4,5.5
Roman Ardoin,CEN_COL1,88.8,92.3,94.2,119.7,94.1,85.7,111.7,111.9,126,5,77.1,5.6
Jackson Tubbs,MAR_MAR7,88.8,88.0,107.0,109.6,79.5,91.8,78.0,88.7,34,2,81.0,5.9
Zach Karson,FOR_RAM,88.8,89.7,95.1,94.8,92.5,93.0,101.5,99.2,308,5,75.4,5.3
Carson Speegle,EAS_TEX,88.8,86.6,108.6,94.3,98.4,90.9,112.1,105.2,357,5,82.4,6.0
Adam Beery,OHI_BOB,88.8,93.7,84.7,103.6,99.8,100.8,92.1,114.5,76,6,77.8,5.2
Sam Justice,GRA_COL,88.8,96.4,87.0,105.2,74.3,86.7,71.1,86.6,42,3,78.9,5.7
Gavin Millians,MIL_COL2,88.8,94.5,102.8,91.5,88.4,93.6,101.0,88.1,39,3,80.7,5.2
Joe Barbarino,FDU_KNI,88.8,86.1,115.6,94.7,82.2,81.7,104.3,92.1,90,6,83.0,5.2
James Gilleran,STO_COL,88.8,91.7,98.5,106.2,81.0,90.9,70.8,89.8,153,5,83.4,5.5
Marty McDonald,CLE_UNI,88.8,90.5,100.5,107.1,73.4,91.4,82.2,79.8,11,3,79.4,5.8
Tim Reinholz,QUI_HAW,88.8,85.5,112.8,107.1,95.9,86.7,106.8,106.4,51,3,82.8,5.5
Tate Dearing,REI_UNI,88.8,86.8,106.3,95.7,110.1,94.4,127.4,106.2,79,4,83.9,5.7
Bowdy Shane,HAR_SIM,88.8,92.0,113.9,93.7,78.5,81.5,99.7,81.9,19,1,73.5,4.7
Tyler Patrick,FRE_BUL,88.8,90.2,97.3,103.7,94.1,90.7,107.1,105.9,395,8,84.6,5.5
AJ Roettger,Irv_Val,88.8,94.6,93.3,90.3,70.6,85.8,75.7,75.6,55,3,82.2,5.6
Conor Wolf,STB_BON,88.8,99.3,86.5,116.9,96.9,98.5,92.4,111.8,121,4,76.1,4.6
Dillon Manthei,IOW_CEN,88.8,83.9,112.9,86.2,92.3,86.5,118.4,107.2,9,2,76.7,5.6
Daniel Mason McAlarnis,VIR_WIS,88.8,93.5,97.5,95.2,85.0,88.4,89.9,93.4,69,4,81.6,5.5
Julio Gonzalez,MON_MUS,88.8,90.8,98.9,94.2,83.7,85.4,98.8,94.1,76,2,78.8,6.3
Kody Dobyns,SHE_UNI,88.8,91.5,101.6,114.7,89.7,88.5,100.1,110.2,62,7,79.5,6.1
Clayton Lanser,VIR_WIS,88.8,98.7,75.3,100.9,95.5,98.8,85.6,102.1,93,6,80.1,6.2
Gabe Marshall,ARC_UNI,88.7,79.0,110.7,115.2,77.8,72.6,102.8,101.7,40,3,80.5,5.5
Kevin Matos,TEN_TEC,88.7,89.9,99.4,94.7,82.9,91.3,75.5,82.2,49,4,84.3,5.8
Brady Bendik,NAV_MID,88.7,86.5,112.7,106.2,97.9,91.1,107.6,106.8,904,6,79.4,5.6
Kaleb Marrs,OLN_CEN,88.7,88.7,110.7,93.8,95.0,91.3,107.9,111.1,92,4,79.9,5.8
Sam Ardoin,LOU_CAJ,88.7,96.3,89.4,100.1,105.0,106.2,102.1,110.3,14,4,83.2,5.4
Seve Medrano,PRA_PAN,88.7,90.0,104.0,98.9,82.9,86.9,100.0,94.1,55,4,82.8,5.4
Coen Laroux,CEN_COL1,88.7,92.9,103.6,114.6,96.9,88.5,112.4,102.5,109,5,77.1,4.9
Jake Barbata,WES_UNI,88.7,94.3,93.8,108.5,104.6,102.6,106.6,110.2,44,4,78.2,6.2
Riley Jagger,WIL_UNI1,88.7,84.1,119.2,101.6,121.1,87.0,155.3,116.4,10,1,82.7,6.6
Luke Dellentash,STO_COL,88.7,91.2,102.0,87.7,87.7,91.4,97.4,86.1,175,3,81.3,5.0
Chase Wade,GUI_QUA,88.7,83.4,118.5,97.4,93.0,79.0,118.8,102.2,27,1,83.5,6.2
Matthew White,SOU_WES1,88.7,84.9,110.9,103.2,91.1,85.6,102.6,101.6,226,6,77.3,6.3
Lawson McIntosh,SIE_SAI,88.7,89.1,107.8,101.1,80.5,88.4,85.8,80.0,51,5,82.0,6.5
Parker Raham,LEB_VAL,88.7,81.4,103.7,107.7,84.0,82.0,95.2,80.7,5,2,75.5,5.4
Clifton GengeI,CAN_GRI,88.7,96.8,77.6,108.5,85.1,81.1,99.5,108.9,32,3,83.3,5.8
Kyle Murray,BRA_UNI,88.7,83.8,120.8,108.3,83.6,86.0,84.0,97.4,9,2,77.8,5.7
A.J. Hiestand,WAG_SEA,88.7,94.7,102.0,102.6,81.8,99.0,95.6,90.3,35,4,77.6,4.9
Nic Smith,MIZ_TIG,88.7,98.0,85.3,110.4,95.8,106.2,85.3,102.4,61,5,75.4,5.7
Lucas Scheib,ELI_BLU,88.7,83.9,119.6,117.9,90.8,94.7,93.6,117.4,15,1,85.0,6.6
Anthony Ocanas,CHA_UNI1,88.7,86.2,107.0,99.1,86.8,86.6,100.1,109.2,38,3,79.2,5.4
Owen Byberg,EVA_ACE,88.7,98.7,83.6,104.9,101.3,103.7,96.3,103.9,559,7,76.0,6.3
Zack Bauer,EMB_(AZ,88.7,87.5,109.4,86.5,102.8,93.6,112.6,96.7,60,4,82.9,6.6
Matthew Sgambati,SBU_SEA,88.7,85.0,114.1,105.4,77.2,80.5,97.0,84.4,57,5,79.7,5.4
Kasey Crawford,KAN_JAY,88.7,85.7,106.0,97.0,86.4,82.2,101.3,109.2,64,5,84.5,4.8
Josh Hernandez,CAM_UNI1,88.7,89.4,100.2,109.0,87.5,81.4,100.1,82.9,18,2,79.8,6.4
Tristan Cooper,TRA_UNI,88.7,90.5,105.7,113.7,90.7,89.9,97.7,110.5,29,4,81.3,6.5
Jackson Marcellus,GUI_QUA,88.7,92.1,126.4,114.9,104.8,91.8,124.4,127.6,34,1,76.0,5.7
Daniel McAliney,BIN_BEA,88.7,92.5,102.0,104.6,102.0,100.6,103.4,114.1,98,5,83.0,6.7
Eli Snelson,UNI_COL,88.7,95.7,86.0,108.8,101.2,99.8,98.1,107.0,318,5,83.2,5.1
Heath Henley,LIM_STO,88.7,84.9,112.7,92.3,87.7,87.2,97.7,100.9,30,3,80.6,5.7
Caleb Sanders,ALA_HOR,88.7,90.2,97.6,103.7,94.1,89.7,102.3,109.2,553,6,82.9,5.0
Andrew Padova,SAD_GAU,88.7,92.2,99.8,104.4,87.3,82.7,103.4,90.1,17,2,83.7,5.4
Ethan Stewart,MOT_COM,88.7,92.8,89.1,120.4,86.0,85.2,96.5,83.7,29,2,74.4,6.0
Mason Tokarz-Deram,LOR_DUH,88.7,88.4,112.8,96.5,107.0,91.2,121.4,126.1,17,2,74.8,5.1
Dylan Skidmore,MER_UNI,88.6,88.8,105.0,115.8,75.3,87.0,78.8,108.2,77,4,79.2,5.9
Phoenix Johnson,BRY_COL,88.6,84.3,104.6,103.4,99.3,81.3,124.5,92.2,34,5,82.0,4.9
Mitchell Porter,MAR_UNI3,88.6,80.9,104.1,111.3,86.0,79.5,108.5,106.7,25,3,82.1,5.3
Josh Pierce,LOU_STA1,88.6,78.4,118.5,96.2,99.3,81.5,123.2,96.7,16,1,83.3,5.1
Jack Topolski,EMU_EAG,88.6,89.0,94.7,113.0,81.4,91.3,78.5,105.9,62,5,81.6,6.0
Amaan Khan,SLU_BILL,88.6,89.9,97.5,107.6,84.0,90.6,81.5,98.6,39,4,84.1,6.0
Tommy Lamar,LEH_MOU,88.6,88.0,104.0,109.3,87.4,89.2,92.1,104.5,229,5,85.0,5.7
Garrett Starr,LOC_HAV,88.6,90.9,99.3,109.7,101.4,105.6,86.7,119.1,76,5,79.5,5.3
Sidney Moore,TEX_TIG,88.6,86.6,111.1,88.6,86.9,83.0,110.6,95.4,73,4,81.1,5.5
Blake Efird,QUN_RYL,88.6,87.4,93.7,101.9,90.4,89.7,104.0,118.0,147,5,79.1,4.9
Logan Magdits,FDU_KNI,88.6,96.9,87.9,96.6,92.1,100.4,83.9,105.9,105,4,81.4,5.4
Brandon Seidner,WES_UNI,88.6,91.7,93.2,103.6,91.7,89.4,99.1,101.3,68,4,76.2,5.7
Kameron Couch,LOR_DUH,88.6,88.4,96.9,106.7,74.1,84.7,71.4,85.8,13,3,81.2,5.7
Carter Gipson,MOU_OLV,88.6,91.4,101.1,104.0,96.4,97.5,94.1,97.0,96,3,83.2,5.0
Max Moreno,NEW_UNI,88.6,83.1,115.6,104.6,71.8,75.0,90.2,92.0,16,5,77.5,5.0
Evan Shapiro,BAL_CAR,88.6,87.7,98.2,91.2,84.3,88.7,89.4,85.2,72,4,85.3,5.6
Luke Ritter,LEW_CLA,88.5,86.1,114.8,105.3,103.5,90.8,119.8,106.6,194,5,77.7,6.0
Spencer Jenkins,WHI_COL1,88.5,86.1,107.1,105.9,82.9,84.9,95.7,92.5,140,4,76.1,5.8
Vance Bonior,UMA_AMH,88.5,91.8,91.9,92.5,91.6,95.4,89.3,97.0,37,5,79.7,6.0
Brennan Kettle,HAW_PAC,88.5,93.0,99.7,90.9,98.6,90.7,106.6,100.8,54,5,81.8,5.4
James Vlastaris,FDU_KNI,88.5,90.1,92.3,100.4,82.9,95.7,81.8,102.2,105,6,78.4,5.7
Ian Hawk,CLE_CLE2,88.5,87.3,105.3,103.3,100.0,92.3,115.0,108.9,197,5,79.9,5.2
Coleman Fletcher,CAL_UNI,88.5,92.0,93.6,115.3,98.5,91.4,96.0,105.5,74,3,79.7,6.4
Addison Southwick,AUG_COL,88.5,95.6,90.0,101.3,103.8,86.3,118.9,103.2,17,3,80.8,6.3
Colin Skermont,MOY_MOY,88.5,84.9,112.5,95.6,93.0,89.5,99.5,92.8,119,4,79.8,5.2
Kyle Warnsman,SLI_ROC,88.5,90.4,101.6,100.3,84.6,89.3,92.4,100.8,38,4,81.4,6.7
Carter Barth,BRO_BEA,88.5,88.8,100.5,101.7,91.7,89.5,102.3,102.7,517,6,78.6,5.6
Kaden Stewart,GVU_VIK,88.5,89.6,105.9,94.5,78.1,84.1,101.6,110.1,21,4,81.0,6.0
Dakota Palmer,CON_TOR,88.5,92.0,98.7,97.0,76.5,80.5,95.1,90.3,117,4,78.2,6.5
Josh Kim,CLU_KIN,88.5,98.0,80.6,109.0,118.8,124.5,79.6,128.9,17,5,79.4,5.3
Cole Koonce,SIU_SAL,88.5,87.0,110.8,85.8,102.4,96.2,108.3,101.8,162,10,81.9,6.3
Nick Teng,WHI_COL,88.5,85.0,116.8,88.7,84.6,86.2,93.6,83.2,32,3,83.2,5.2
Ben Junker,EAS_STR,88.5,90.9,106.3,91.3,43.3,69.2,52.0,49.1,18,2,86.0,5.7
Brandon Roman,FLO_MEM,88.5,87.2,108.2,92.3,92.0,90.9,100.3,99.6,60,3,80.3,5.7
Jake Mcghee,EVA_ACE,88.5,92.9,90.5,92.1,74.1,91.1,84.1,97.9,20,3,80.4,5.0
Brady Trombello,TEX_RAI,88.5,100.9,80.2,96.9,88.4,102.6,83.1,104.6,80,4,84.4,5.2
Griffin Smith,WAS_COU,88.5,95.9,82.2,103.6,101.4,103.3,90.2,109.0,460,6,84.9,6.2
Bret Potter,LEW_CLA,88.5,86.1,110.1,92.0,105.4,95.3,125.9,117.1,12,2,82.9,6.6
Kyle Dixon,SOU_WES1,88.5,89.5,98.5,113.8,84.0,88.4,93.6,102.9,33,6,79.7,5.7
Brixton Lofgren,MIA_HUR,88.5,98.1,86.6,108.2,94.4,116.4,75.1,104.1,60,4,82.1,5.0
Bryce Blevins,MAR_THU,88.5,95.7,90.7,97.2,103.8,99.9,106.4,108.3,1126,9,80.5,5.1
Nathan Currah,AKR_ZIP,88.5,88.8,110.8,99.5,102.1,93.6,118.3,101.7,192,6,78.1,6.5
Ethan Hsu,PRI_TIG,88.5,89.6,102.5,103.9,76.5,84.4,86.6,85.7,101,4,81.4,6.1
Gavin Partch,ORA_COA,88.5,92.4,78.6,117.0,79.7,88.7,81.6,104.2,21,4,74.0,5.5
Lee Watson,CHA_BUC,88.4,84.9,120.0,96.8,78.8,83.4,92.3,84.6,181,6,76.5,5.1
Damon Anderson Wolf,SAD_GAU,88.4,90.5,94.6,103.9,97.0,95.3,97.9,108.0,92,6,78.0,5.5
Luke Bradley,CHA_UNI,88.4,91.6,97.7,113.7,87.2,90.2,94.6,102.5,372,5,82.2,6.0
Hunter Sherrill,CAL_COM,88.4,90.4,100.3,103.5,92.1,87.1,109.2,103.7,77,4,82.6,5.9
Jacob Chadwell,LON_LAN,88.4,88.8,108.5,104.3,89.8,88.9,101.8,93.6,421,6,82.8,5.9
Luke Johnson,LAN_BEA,88.4,84.3,112.7,99.3,82.2,83.8,90.2,87.3,65,4,84.2,5.1
Carson Edmiston,CAT_IND,88.4,87.6,109.5,97.9,89.1,91.4,90.6,93.9,37,2,82.5,6.5
Walker Dellinger,AMH_COL,88.4,82.4,113.8,94.9,90.2,88.0,104.2,95.2,46,3,82.5,6.0
Joe Lopinto,CAN_GRI,88.4,90.2,96.0,101.2,92.2,93.9,93.5,102.8,137,4,83.1,5.7
